Ensembl Gene ID	EntrezGene ID	HGNC symbol
ENSG00000241743	105463123	XACT
ENSG00000143921	64241	ABCG8
ENSG00000139725	54509	RHOF
ENSG00000259553	100422834	MIR1302-10
ENSG00000273640		WBP1LP8
ENSG00000231249		ITPR1-AS1
ENSG00000274106		
ENSG00000225267		RPL8P2
ENSG00000261800		
ENSG00000159648	374739	TEPP
ENSG00000249103		OR12D1
ENSG00000259632		
ENSG00000274162		SNX18P1Y
ENSG00000280180		
ENSG00000181511		
ENSG00000115677	3069	HDLBP
ENSG00000282211		IGHV3-7
ENSG00000235026	389023	DPP10-AS1
ENSG00000229292	729974	RFPL4AL1
ENSG00000237828		PA2G4P1
ENSG00000130826	1736	DKC1
ENSG00000130826	100847052	DKC1
ENSG00000258653		
ENSG00000236358		
ENSG00000135625	1961	EGR4
ENSG00000282522		PKD1P1
ENSG00000214919		
ENSG00000231591	100507463	PSMB8-AS1
ENSG00000171634	2186	BPTF
ENSG00000250389		MTND6P2
ENSG00000235852		
ENSG00000233139		
ENSG00000278095		
ENSG00000246366	286190	LACTB2-AS1
ENSG00000230686		
ENSG00000238180		
ENSG00000119508	8013	NR4A3
ENSG00000248765		
ENSG00000273367		
ENSG00000266929		
ENSG00000234576		MTND1P26
ENSG00000282653		IGHV3-16
ENSG00000234445		FGF14-AS1
ENSG00000279002		
ENSG00000235617		
ENSG00000237709		EEF1A1P28
ENSG00000283667		
ENSG00000283631		
ENSG00000253387		IGHVIII-5-1
ENSG00000280373		
ENSG00000279281		
ENSG00000226558		
ENSG00000258344		
ENSG00000260981		
ENSG00000229328	26692	OR2W1
ENSG00000213003		BTF3P12
ENSG00000279555		
ENSG00000234788		HSPA8P3
ENSG00000274954		
ENSG00000271958		
ENSG00000227888		FAM66A
ENSG00000271101		
ENSG00000283400		
ENSG00000253763		IGHV3-6
ENSG00000014123	23376	UFL1
ENSG00000280958		
ENSG00000224610		
ENSG00000162650	127002	ATXN7L2
ENSG00000272217		
ENSG00000257731		
ENSG00000219249		AMZ2P2
ENSG00000243574		
ENSG00000130590	140700	SAMD10
ENSG00000218986		
ENSG00000126368	9572	NR1D1
ENSG00000141934	8612	PLPP2
ENSG00000231322	399670	RPL13AP17
ENSG00000239989		
ENSG00000227729	647286	RD3L
ENSG00000234347	26531	OR11A1
ENSG00000227626		OR2AD1P
ENSG00000100344	80339	PNPLA3
ENSG00000254817		OR7E160P
ENSG00000259244		
ENSG00000233369	100093631	GTF2IP4
ENSG00000272923		
ENSG00000113100	1007	CDH9
ENSG00000101138	1477	CSTF1
ENSG00000271650		
ENSG00000228283		KATNBL1P6
ENSG00000122477	127495	LRRC39
ENSG00000261324		
ENSG00000244329		UBA52P9
ENSG00000261609	8139	GAN
ENSG00000261609	100616150	GAN
ENSG00000214544		GTF2IRD2P1
ENSG00000263611		
ENSG00000280607		
ENSG00000230609		
ENSG00000259507		
ENSG00000282580		
ENSG00000229215	3105	HLA-A
ENSG00000162076	114984	FLYWCH2
ENSG00000274885		
ENSG00000181097		
ENSG00000107147	57582	KCNT1
ENSG00000254367		
ENSG00000223878		
ENSG00000271380		
ENSG00000090924	64857	PLEKHG2
ENSG00000270797		
ENSG00000132704	79368	FCRL2
ENSG00000274927		
ENSG00000271897		
ENSG00000279394		
ENSG00000227326		RPL7AP7
ENSG00000167702	90990	KIFC2
ENSG00000255144		
ENSG00000162009	6755	SSTR5
ENSG00000234763		
ENSG00000248403		NACAP6
ENSG00000279017		
ENSG00000229735		FTLP16
ENSG00000263709		
ENSG00000165660	23172	FAM175B
ENSG00000281788		
ENSG00000260848		
ENSG00000268818		
ENSG00000227642	10554	AGPAT1
ENSG00000227642	102466190	AGPAT1
ENSG00000036473	5009	OTC
ENSG00000227269		
ENSG00000234405		
ENSG00000281429	56975	FAM20C
ENSG00000145247	132299	OCIAD2
ENSG00000231114		
ENSG00000213058		
ENSG00000255521	100507144	
ENSG00000258499	101929002	
ENSG00000224464		PGAM1P6
ENSG00000114127	54464	XRN1
ENSG00000177174	127066	OR14C36
ENSG00000268995		VN1R82P
ENSG00000271042		
ENSG00000211641		IGLV11-55
ENSG00000264236		
ENSG00000227671		
ENSG00000184344	9573	GDF3
ENSG00000186185	146909	KIF18B
ENSG00000125870	6629	SNRPB2
ENSG00000002079		MYH16
ENSG00000256206		
ENSG00000226223		TSPY16P
ENSG00000184489	11156	PTP4A3
ENSG00000231504		NMD3P2
ENSG00000271976		
ENSG00000119138	687	KLF9
ENSG00000236013	100507477	
ENSG00000119285	55127	HEATR1
ENSG00000221910	135948	OR2F2
ENSG00000241388	283460	HNF1A-AS1
ENSG00000189298	80317	ZKSCAN3
ENSG00000165966	29951	PDZRN4
ENSG00000269552		
ENSG00000244176		
ENSG00000277379	103504739	MIR6724-3
ENSG00000274472		
ENSG00000172148		
ENSG00000249503		HMGN1P16
ENSG00000254995		STX16-NPEPL1
ENSG00000109466	11275	KLHL2
ENSG00000252742		
ENSG00000261229		
ENSG00000260025		
ENSG00000252171		
ENSG00000188784	30814	PLA2G2E
ENSG00000228307		OR2S1P
ENSG00000256400		
ENSG00000158882	84134	TOMM40L
ENSG00000158882	100847090	TOMM40L
ENSG00000278055		
ENSG00000272220		
ENSG00000274167		
ENSG00000205667	347527	ARSH
ENSG00000234837		
ENSG00000180772	186	AGTR2
ENSG00000236118		
ENSG00000211638		IGLV8-61
ENSG00000223564		CYP4F32P
ENSG00000116218	7827	NPHS2
ENSG00000244791	101927657	
ENSG00000183044	18	ABAT
ENSG00000102910	83752	LONP2
ENSG00000277629	9437	NCR1
ENSG00000283167		
ENSG00000242875	378948	RBMY1B
ENSG00000242875	378949	RBMY1B
ENSG00000230647		
ENSG00000225661		RPL14P5
ENSG00000137507	2615	LRRC32
ENSG00000228161		
ENSG00000179165	222659	PXT1
ENSG00000279475		
ENSG00000066855	9650	MTFR1
ENSG00000125430	9953	HS3ST3B1
ENSG00000133065	254428	SLC41A1
ENSG00000205323	84324	SARNP
ENSG00000197860	54557	SGTB
ENSG00000065615	51167	CYB5R4
ENSG00000173272	653784	MZT2A
ENSG00000173272	100616378	MZT2A
ENSG00000227846		UGT1A11P
ENSG00000278931		
ENSG00000221818	64641	EBF2
ENSG00000166816	197257	LDHD
ENSG00000237718		
ENSG00000135482	84872	ZC3H10
ENSG00000137731	486	FXYD2
ENSG00000242687	101927550	
ENSG00000256232		
ENSG00000259504		
ENSG00000257027		
ENSG00000282092	10025	MED16
ENSG00000239780		RPLP0P11
ENSG00000272813		OLA1P1
ENSG00000231364	101927542	
ENSG00000234751		
ENSG00000235382		MTND4P31
ENSG00000243562		RN7SL838P
ENSG00000224735		
ENSG00000276525		
ENSG00000221288	100313824	MIR663B
ENSG00000201535		
ENSG00000130159	51295	ECSIT
ENSG00000265179		
ENSG00000275458	102465485	MIR6809
ENSG00000129993	863	CBFA2T3
ENSG00000283389		
ENSG00000263622		
ENSG00000276675		
ENSG00000170260	7988	ZNF212
ENSG00000185495		
ENSG00000278135		
ENSG00000230005		SNAP47-AS1
ENSG00000244256		RN7SL130P
ENSG00000160588	196264	MPZL3
ENSG00000274806		
ENSG00000264684	100616392	MIR4773-1
ENSG00000264684	100616418	MIR4773-1
ENSG00000264684	100616392	MIR4773-2
ENSG00000264684	100616418	MIR4773-2
ENSG00000250024		
ENSG00000237801		AMD1P2
ENSG00000275529	100033416	SNORD116-4
ENSG00000238707		
ENSG00000227988		TDGF1P1
ENSG00000172772	81341	OR10W1
ENSG00000200732		RNU6-194P
ENSG00000198734	2153	F5
ENSG00000201818		RNY4P17
ENSG00000206962		RNU6-74P
ENSG00000256007		ARAP1-AS1
ENSG00000261634		
ENSG00000280675		
ENSG00000199260		RNU6-874P
ENSG00000214853		
ENSG00000283335	100616335	MIR219B
ENSG00000265195	100422971	MIR4312
ENSG00000259343		TMC3-AS1
ENSG00000251988		RNU4ATAC18P
ENSG00000224589		
ENSG00000065029	7629	ZNF76
ENSG00000207004		RNU6-301P
ENSG00000222327		RNU6-855P
ENSG00000277304		
ENSG00000266709		
ENSG00000283455	574471	MIR523
ENSG00000263474		
ENSG00000260558		
ENSG00000207366		RNU6-297P
ENSG00000271899	100616154	MIR4466
ENSG00000260465		
ENSG00000252335		RNU6-62P
ENSG00000221476	100302217	MIR1827
ENSG00000265298		
ENSG00000264429	100422835	MIR3183
ENSG00000161133		USP41
ENSG00000259852		IGHV1OR16-2
ENSG00000201954		RNU6-673P
ENSG00000265982		
ENSG00000263712	100616269	MIR4639
ENSG00000104805	4924	NUCB1
ENSG00000276713		
ENSG00000229172		
ENSG00000235470	102724341	NEURL1-AS1
ENSG00000276404	102465502	MIR6835
ENSG00000199938		
ENSG00000222966		
ENSG00000249744		
ENSG00000269787		OR7A3P
ENSG00000250053		RARRES2P4
ENSG00000281658		
ENSG00000225091	26777	SNORA71A
ENSG00000197217	9583	ENTPD4
ENSG00000236555		
ENSG00000276645		
ENSG00000163817	54716	SLC6A20
ENSG00000206746		RNU6-142P
ENSG00000237322		RPL7L1P10
ENSG00000222361		RNU6-1186P
ENSG00000150269	390162	OR5M9
ENSG00000270190		
ENSG00000144357	130507	UBR3
ENSG00000185013	93034	NT5C1B
ENSG00000185515	79184	BRCC3
ENSG00000264689		
ENSG00000252193		
ENSG00000105705	57794	SUGP1
ENSG00000240350		
ENSG00000252498		RNU6-1016P
ENSG00000280198		
ENSG00000278703		
ENSG00000212135	692108	SNORD67
ENSG00000254661		
ENSG00000177452		
ENSG00000276729		
ENSG00000258358		
ENSG00000207497		
ENSG00000163631	213	ALB
ENSG00000168148	8290	HIST3H3
ENSG00000275679	5555	PRH2
ENSG00000278470		
ENSG00000162913		C1orf145
ENSG00000196098	403278	OR5K4
ENSG00000213081		
ENSG00000199592		RNA5SP321
ENSG00000259663	642366	
ENSG00000200830		RN7SKP134
ENSG00000227430		
ENSG00000196440	100131755	ARMCX4
ENSG00000264128		RN7SL713P
ENSG00000214281		HMGN2P39
ENSG00000230841		RPL23AP15
ENSG00000276309		RN7SKP251
ENSG00000224134		
ENSG00000256752		HPRT1P3
ENSG00000209480	116938	SNORD83B
ENSG00000207062		
ENSG00000154719	54148	MRPL39
ENSG00000264353		
ENSG00000280904		
ENSG00000181733	284383	OR2Z1
ENSG00000186086	653149	NBPF6
ENSG00000233060		
ENSG00000264501		RN7SL731P
ENSG00000237076		
ENSG00000207084		
ENSG00000275538	101954277	RNVU1-19
ENSG00000259435		OR4N3P
ENSG00000200052		
ENSG00000116273	148479	PHF13
ENSG00000223220		
ENSG00000207728	693123	MIR449B
ENSG00000162407	8613	PLPP3
ENSG00000249737		
ENSG00000283170	494331	MIR382
ENSG00000221052	100302202	MIR1266
ENSG00000264814	100422821	MIR1273C
ENSG00000199015	494326	MIR377
ENSG00000199311	100033808	SNORD115-34
ENSG00000143258	27005	USP21
ENSG00000274805	102465460	MIR6768
ENSG00000225341		
ENSG00000100116	23464	GCAT
ENSG00000252155		RNU6-941P
ENSG00000224429		LINC00539
ENSG00000175691	58492	ZNF77
ENSG00000222982		RN7SKP216
ENSG00000213297		ZNF625-ZNF20
ENSG00000119953	10285	SMNDC1
ENSG00000202273		
ENSG00000171595	64446	DNAI2
ENSG00000199168	442919	MIR374A
ENSG00000140750	55114	ARHGAP17
ENSG00000275391	102466259	MIR6770-3
ENSG00000222506		
ENSG00000255899		
ENSG00000221603	100422977	MIR1184-3
ENSG00000232699		BDH2P1
ENSG00000221564		RNU6ATAC42P
ENSG00000275574		
ENSG00000259109		
ENSG00000278384		
ENSG00000200325		
ENSG00000224189	401022	HAGLR
ENSG00000164086	1849	DUSP7
ENSG00000137478	9873	FCHSD2
ENSG00000130540	25830	SULT4A1
ENSG00000206688	100033430	SNORD116-18
ENSG00000201786		
ENSG00000199545		RNA5SP195
ENSG00000233009	100885778	NALCN-AS1
ENSG00000257591	90589	ZNF625
ENSG00000201821		RNU4-9P
ENSG00000280506		
ENSG00000275978		
ENSG00000252982		RN7SKP234
ENSG00000202410		
ENSG00000226197		
ENSG00000211911		IGHD3-22
ENSG00000266043	100500816	MIR3649
ENSG00000207501	101954266	RNVU1-14
ENSG00000181773	2827	GPR3
ENSG00000227108		IGHD1-14
ENSG00000252725		RNU6-765P
ENSG00000283159	100126315	MIR665
ENSG00000204547	245935	DEFB122
ENSG00000229715		EEF1DP3
ENSG00000231587	692093	SNORD62B
ENSG00000237834	4340	MOG
ENSG00000198408	10724	MGEA5
ENSG00000280130		
ENSG00000111215	11272	PRR4
ENSG00000274428		
ENSG00000276541	50840	TAS2R14
ENSG00000275842	103504732	MIR941-5
ENSG00000235571		SNX18P14
ENSG00000222667		RNU6-394P
ENSG00000251791	677772	SCARNA6
ENSG00000235578		
ENSG00000265351		
ENSG00000232802		COL11A2P1
ENSG00000135624	10574	CCT7
ENSG00000254864		
ENSG00000222533		RNU6-705P
ENSG00000235533		
ENSG00000234162		
ENSG00000199332		
ENSG00000261744		
ENSG00000188393	387836	CLEC2A
ENSG00000207466		
ENSG00000279137		
ENSG00000277411		
ENSG00000260186		
ENSG00000221044		
ENSG00000188668		OR7E90P
ENSG00000227519		
ENSG00000225725	100132103	FAM66E
ENSG00000221305	100302186	MIR548I3
ENSG00000006025	114881	OSBPL7
ENSG00000252391		RNU6-638P
ENSG00000277678		
ENSG00000267407		
ENSG00000223929	106660609	MIR4432HG
ENSG00000233727		
ENSG00000175946	340359	KLHL38
ENSG00000279849		
ENSG00000206718		RNU6-546P
ENSG00000253888		
ENSG00000221527		RNU6ATAC41P
ENSG00000200913	94161	SNORD46
ENSG00000229192		
ENSG00000222543		RN7SKP220
ENSG00000283479		
ENSG00000254615		
ENSG00000274864		
ENSG00000267465		
ENSG00000206980		RNU6-662P
ENSG00000277289		
ENSG00000199201		
ENSG00000221540	100302256	MIR1180
ENSG00000258687		
ENSG00000223349		KLF2P3
ENSG00000242113		RN7SL124P
ENSG00000131095	2670	GFAP
ENSG00000207386		
ENSG00000176749	8851	CDK5R1
ENSG00000231024		
ENSG00000228263	80736	SLC44A4
ENSG00000224431		
ENSG00000275483	199713	NLRP7
ENSG00000278302	439915	KRTAP5-5
ENSG00000173950	152002	XXYLT1
ENSG00000161132		
ENSG00000247130		
ENSG00000168394	6890	TAP1
ENSG00000183310	127068	OR2T34
ENSG00000226668		
ENSG00000276998		REXO1L2P
ENSG00000269924		
ENSG00000268083		
ENSG00000157036	9941	EXOG
ENSG00000270416		REXO1L4P
ENSG00000233890	6941	TCF19
ENSG00000234792		
ENSG00000121690	91614	DEPDC7
ENSG00000234793		
ENSG00000231910		GAMTP2
ENSG00000087088	581	BAX
ENSG00000279653		
ENSG00000148834	9446	GSTO1
ENSG00000162782	163589	TDRD5
ENSG00000124228	55661	DDX27
ENSG00000255487		
ENSG00000233496	100874300	SYNJ2-IT1
ENSG00000257300		HAUS8P1
ENSG00000102539	2862	MLNR
ENSG00000248621		
ENSG00000257915		GLULP5
ENSG00000273295		
ENSG00000234200		
ENSG00000260726		KLF8P1
ENSG00000255870		
ENSG00000272549	401286	
ENSG00000106537	27075	TSPAN13
ENSG00000211868		TRAJ21
ENSG00000228097		MTATP6P11
ENSG00000230076		
ENSG00000211867		TRAJ22
ENSG00000099399	4113	MAGEB2
ENSG00000101134	55816	DOK5
ENSG00000236740	101927189	
ENSG00000225496		
ENSG00000257470		
ENSG00000177335		C8orf31
ENSG00000211826		TRDJ4
ENSG00000232277		
ENSG00000100266	11252	PACSIN2
ENSG00000265658	100500894	MIR3690
ENSG00000252323		RNU6-184P
ENSG00000275932	11072	DUSP14
ENSG00000232851		ATP5J2P3
ENSG00000201034		
ENSG00000250747		
ENSG00000277890		
ENSG00000280359		
ENSG00000271853		
ENSG00000207752	406976	MIR199A1
ENSG00000251175	101929529	
ENSG00000274396		
ENSG00000119403	26147	PHF19
ENSG00000257986		
ENSG00000257074		RPL29P33
ENSG00000264201	100616262	MIR4701
ENSG00000207450		
ENSG00000282071		
ENSG00000241134		BET1P1
ENSG00000212184		RNU6-440P
ENSG00000275411	102465531	MIR6882
ENSG00000236156		CHCHD4P3
ENSG00000235728		
ENSG00000252121		RNU6-970P
ENSG00000236867		
ENSG00000105472	6320	CLEC11A
ENSG00000171291	90594	ZNF439
ENSG00000275217	101928468	
ENSG00000276086	115653	KIR3DL3
ENSG00000199601		RNU6-562P
ENSG00000114200	590	BCHE
ENSG00000207242		RNU6-1065P
ENSG00000207442	100033418	SNORD116-6
ENSG00000213744		RPS10P14
ENSG00000253086		RNU6-537P
ENSG00000167685	55311	ZNF444
ENSG00000277891		
ENSG00000163704	285368	PRRT3
ENSG00000221331	100313841	MIR548Q
ENSG00000222224		
ENSG00000238721		RNU7-194P
ENSG00000167202	23102	TBC1D2B
ENSG00000262880		
ENSG00000265847	100422828	MIR4287
ENSG00000280454		
ENSG00000144642	27303	RBMS3
ENSG00000099917	51586	MED15
ENSG00000137601	4750	NEK1
ENSG00000221583		RNU6ATAC21P
ENSG00000240057		
ENSG00000267961		OR10B1P
ENSG00000228792		
ENSG00000169752	145957	NRG4
ENSG00000283210	100302166	MIR1322
ENSG00000277187		RN7SL268P
ENSG00000277184	677798	SNORA9
ENSG00000222179		RN7SKP26
ENSG00000264493	100423021	MIR4298
ENSG00000252625		RNU1-40P
ENSG00000177082	84942	WDR73
ENSG00000082929	10141	LINC01587
ENSG00000237572		
ENSG00000202051		RNU6-382P
ENSG00000276447		LILRP1
ENSG00000222126		RNU2-9P
ENSG00000213722	23564	DDAH2
ENSG00000163710	26577	PCOLCE2
ENSG00000229858		
ENSG00000265031	100526648	MIR1273E
ENSG00000251704		
ENSG00000013374	51667	NUB1
ENSG00000270074		
ENSG00000199482		RNU6-633P
ENSG00000113716	22993	HMGXB3
ENSG00000212605		RNU1-56P
ENSG00000176115		AQP7P4
ENSG00000160445	10444	ZER1
ENSG00000253527		
ENSG00000199687		RNU1-38P
ENSG00000206870		RNU6-398P
ENSG00000252190		
ENSG00000250115		AK3P2
ENSG00000228484	101927692	
ENSG00000251922		
ENSG00000225354		
ENSG00000202476		
ENSG00000242651		RN7SL862P
ENSG00000277448	101926897	
ENSG00000265831	100422856	MIR3123
ENSG00000236254		MTND4P14
ENSG00000224608	3106	HLA-B
ENSG00000266794		RN7SL7P
ENSG00000258563		PSMA3P
ENSG00000201365		
ENSG00000165084	116328	C8orf34
ENSG00000110245	345	APOC3
ENSG00000143033	22823	MTF2
ENSG00000224982	387890	TMEM233
ENSG00000255379		CYCSP29
ENSG00000279538		
ENSG00000270011	100529215	ZNF559-ZNF177
ENSG00000183801	283298	OLFML1
ENSG00000275816	102466656	MIR6500
ENSG00000237272		OR51R1P
ENSG00000215952	100126349	MIR921
ENSG00000275502		
ENSG00000264425	100616117	MIR4653
ENSG00000275743		TRBV14
ENSG00000264249	100500831	MIR3912
ENSG00000224968		
ENSG00000215644	2642	GCGR
ENSG00000275770	102466657	MIR6505
ENSG00000070366	23293	SMG6
ENSG00000221710	100302153	MIR1298
ENSG00000252487		RNY4P20
ENSG00000242280		SLC16A1P1
ENSG00000236488		PPP1R2P1
ENSG00000273839		
ENSG00000171999		OR52P2P
ENSG00000283450	102465696	MIR486-2
ENSG00000252749		RNU7-116P
ENSG00000252686		RNU6-1234P
ENSG00000274120	79166	LILRP2
ENSG00000126882	286336	FAM78A
ENSG00000252136		
ENSG00000212363		
ENSG00000220291		
ENSG00000244395	378948	RBMY1D
ENSG00000244395	378949	RBMY1D
ENSG00000281710		
ENSG00000244296		RN7SL168P
ENSG00000251798		RNU6-863P
ENSG00000256499		
ENSG00000199473		
ENSG00000159346	51094	ADIPOR1
ENSG00000110446	51296	SLC15A3
ENSG00000199630		
ENSG00000270264		NDUFB8P2
ENSG00000112079	11329	STK38
ENSG00000112297	202	AIM1
ENSG00000266754		RN7SL524P
ENSG00000100650	6430	SRSF5
ENSG00000238825		RNU1-13P
ENSG00000131143	1327	COX4I1
ENSG00000250444		CCT5P1
ENSG00000111971	80741	LY6G5C
ENSG00000222778		RNA5SP144
ENSG00000236178	57176	VARS2
ENSG00000202191	767561	SNORD113-1
ENSG00000260884		
ENSG00000207049		
ENSG00000227364		
ENSG00000275961		RN7SL210P
ENSG00000206582		
ENSG00000222439		RNU6-994P
ENSG00000257101		LRRC37A13P
ENSG00000277062		RN7SL88P
ENSG00000252081		RNU6-277P
ENSG00000164403	134549	SHROOM1
ENSG00000211581	768220	MIR765
ENSG00000274916		
ENSG00000259531		
ENSG00000221381	692203	SNORD88B
ENSG00000099250	8829	NRP1
ENSG00000251598		
ENSG00000201882		
ENSG00000282164		PEG13
ENSG00000135720	1783	DYNC1LI2
ENSG00000199765		RNU6-363P
ENSG00000249463		
ENSG00000222942		RN7SKP58
ENSG00000108849	5539	PPY
ENSG00000236235		
ENSG00000200506		
ENSG00000251051		ELL2P2
ENSG00000252113		RNU6-523P
ENSG00000251398	104355285	LINC01256
ENSG00000252653		RNA5SP444
ENSG00000276169	102466912	MIR6871
ENSG00000228128	23564	DDAH2
ENSG00000276994		
ENSG00000237586		
ENSG00000274929		
ENSG00000171858	6227	RPS21
ENSG00000235360	57827	C6orf47
ENSG00000198133	161145	TMEM229B
ENSG00000225062		CATIP-AS1
ENSG00000277824	9437	NCR1
ENSG00000234276		SDR42E1P3
ENSG00000010361	80199	FUZ
ENSG00000275765		
ENSG00000277893	6716	SRD5A2
ENSG00000228247		UBBP2
ENSG00000250756		
ENSG00000273562	4676	NAP1L4
ENSG00000257253		
ENSG00000275202		
ENSG00000253921		
ENSG00000204950	390205	LRRC10B
ENSG00000227166		STSP1
ENSG00000152766	118932	ANKRD22
ENSG00000250082		
ENSG00000163607	29083	GTPBP8
ENSG00000164163	6059	ABCE1
ENSG00000274727		
ENSG00000233182		OR2H4P
ENSG00000198856	58505	OSTC
ENSG00000250803		
ENSG00000050628	5733	PTGER3
ENSG00000265666	101929693	RARA-AS1
ENSG00000233050	100133267	
ENSG00000270935		
ENSG00000267053		
ENSG00000251943		RNU6-693P
ENSG00000277650		KIR2DS5
ENSG00000254176		IGHV3-75
ENSG00000206589		RNU6-354P
ENSG00000273015		
ENSG00000278364		TRIAP1P1
ENSG00000221739	100302211	MIR1203
ENSG00000199272		RNU6-349P
ENSG00000157693	203197	C9orf91
ENSG00000214428		NPM1P10
ENSG00000021762	114879	OSBPL5
ENSG00000222658		
ENSG00000166866	4640	MYO1A
ENSG00000244211		PDZK1P1
ENSG00000264744	100616333	MIR3689C
ENSG00000271324		
ENSG00000199899		
ENSG00000109475	6164	RPL34
ENSG00000278349	102466728	MIR6754
ENSG00000207580	574468	MIR526B
ENSG00000237934		
ENSG00000283568		
ENSG00000253247		IGHV3-76
ENSG00000264897	100500859	MIR3921
ENSG00000211978		IGHV5-78
ENSG00000200253		RNU6-529P
ENSG00000279505		
ENSG00000276856	114791	TUBGCP5
ENSG00000277842	102465486	MIR6811
ENSG00000227814		MRPS17P9
ENSG00000252642		RNA5SP137
ENSG00000273059		
ENSG00000207705	406917	MIR129-1
ENSG00000248364		OR7E86P
ENSG00000258524		NT5CP1
ENSG00000281584		
ENSG00000271848		
ENSG00000276595	374308	PTCHD3
ENSG00000259200	105370802	
ENSG00000274705	619554	MIR486-1
ENSG00000263360		RN7SL134P
ENSG00000196468	8823	FGF16
ENSG00000282131		IGHV1-46
ENSG00000252371		RNU6-725P
ENSG00000200508		
ENSG00000157601	4599	MX1
ENSG00000266478	100846991	MIR5197
ENSG00000138136	10660	LBX1
ENSG00000172244	375444	C5orf34
ENSG00000201010		RN7SKP224
ENSG00000254528		
ENSG00000275426		
ENSG00000223336		RNU2-6P
ENSG00000207588	693178	MIR593
ENSG00000276164		DUX4L20
ENSG00000071242	6196	RPS6KA2
ENSG00000202341		RNU6-1051P
ENSG00000200151		RN7SKP231
ENSG00000252516		RNA5SP82
ENSG00000263697	100500811	MIR3621
ENSG00000207138		RNU6-869P
ENSG00000201318	767611	SNORD114-30
ENSG00000277794		
ENSG00000173357		
ENSG00000252218		
ENSG00000255390		
ENSG00000212270		
ENSG00000175699		LINC00521
ENSG00000266128		RN7SL366P
ENSG00000234287		
ENSG00000259957		
ENSG00000201761		RNU6-336P
ENSG00000226873		CDY14P
ENSG00000227588	100873976	CNTN4-AS2
ENSG00000244356		RN7SL398P
ENSG00000212533		
ENSG00000234980		WASF5P
ENSG00000221574		RNU6ATAC33P
ENSG00000225310		DNAJC19P4
ENSG00000181963	119774	OR52K2
ENSG00000250813		SERF1AP1
ENSG00000107831	2253	FGF8
ENSG00000206159		GYG2P1
ENSG00000179846	284353	NKPD1
ENSG00000280175		
ENSG00000233860		
ENSG00000279015		
ENSG00000253161		LINC01605
ENSG00000259582	101927310	
ENSG00000254310		
ENSG00000230621		
ENSG00000196778	390036	OR52K1
ENSG00000132972	56163	RNF17
ENSG00000250769		
ENSG00000183888	149563	C1orf64
ENSG00000264377	100616380	MIR4671
ENSG00000248909		HMGB1P21
ENSG00000199321		
ENSG00000231099		BMS1P19
ENSG00000248769		
ENSG00000207134		RNU6-106P
ENSG00000186143	339779	PRR30
ENSG00000234179		MTCYBP1
ENSG00000265653	100616488	MIR548AK
ENSG00000278334		
ENSG00000231650		RFESDP1
ENSG00000236032	403273	OR5H14
ENSG00000274605	105370333	
ENSG00000267454	386758	ZNF582-AS1
ENSG00000252533		RNU6-572P
ENSG00000117600	9890	PLPPR4
ENSG00000248789		
ENSG00000250612		
ENSG00000262316		
ENSG00000200726	100033445	SNORD115-8
ENSG00000200064		RNY4P9
ENSG00000279318		
ENSG00000264997		
ENSG00000252326	100033436	SNORD116-25
ENSG00000239199		RPL21P6
ENSG00000166396	8710	SERPINB7
ENSG00000276730		
ENSG00000244757		
ENSG00000228172		
ENSG00000223912		EEF1A1P36
ENSG00000275809		
ENSG00000275741		
ENSG00000189159	51155	HN1
ENSG00000207390		
ENSG00000236417		CTSLP1
ENSG00000206741		
ENSG00000235226		
ENSG00000233377		MTND4P20
ENSG00000280681		NEK4P1
ENSG00000227064		
ENSG00000263682		
ENSG00000188026	353116	RILPL1
ENSG00000254268		RFPL4AP7
ENSG00000111432	11211	FZD10
ENSG00000147684	4715	NDUFB9
ENSG00000253380	100507464	
ENSG00000242178		MTND4P17
ENSG00000205846	93978	CLEC6A
ENSG00000225231	100506159	
ENSG00000229660		
ENSG00000236782		
ENSG00000237508	3134	HLA-F
ENSG00000260031		RPL10P14
ENSG00000273511	126014	OSCAR
ENSG00000240084		MTND4LP10
ENSG00000159753	146206	CARMIL2
ENSG00000236673		
ENSG00000014919	1355	COX15
ENSG00000151365	7069	THRSP
ENSG00000264985	101928251	
ENSG00000272546		OR3A5P
ENSG00000197993	3792	KEL
ENSG00000243601		RPL12P24
ENSG00000198384		TPTE2P3
